CompanyNumber,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4
13128509,GU11 3QJ,Private Limited Company,Active,United Kingdom,NA,2021-01-12,66220 - Activities of insurance agents and brokers,73120 - Media representation services,,
13157514,M40 3WA,Private Limited Company,Active,United Kingdom,NA,2021-01-25,33110 - Repair of fabricated metal products,,,
13166496,N17 9EN,Private Limited Company,Active,United Kingdom,NA,2021-01-29,62020 - Information technology consultancy activities,71122 - Engineering related scientific and technical consulting activities,,
13122916,N1 7GU,Private Limited Company,Active,United Kingdom,NA,2021-01-08,56103 - Take-away food shops and mobile food stands,,,
13140643,CB2 9BY,Private Limited Company,Active,United Kingdom,NA,2021-01-18,56290 - Other food services,,,
13150409,UB2 5SZ,Private Limited Company,Active,United Kingdom,NA,2021-01-21,46900 - Non-specialised wholesale trade,47910 - Retail sale via mail order houses or via Internet,,
13124873,N1 7SR,Private Limited Company,Active,United Kingdom,NA,2021-01-11,68209 - Other letting and operating of own or leased real estate,,,
13151300,WC2H 9JQ,Private Limited Company,Active,United Kingdom,NA,2021-01-22,96090 - Other service activities n.e.c.,,,
13108816,IG5 0DJ,Private Limited Company,Active,United Kingdom,NA,2021-01-04,68100 - Buying and selling of own real estate,,,
13110467,SG18 0RU,Private Limited Company,Active,United Kingdom,NA,2021-01-04,"46160 - Agents involved in the sale of textiles, clothing, fur, footwear and leather goods",,,
13140315,SE1 4SL,Private Limited Company,Active,United Kingdom,NA,2021-01-18,96090 - Other service activities n.e.c.,,,
13150634,AL5 3NS,Private Limited Company,Active,United Kingdom,NA,2021-01-21,94120 - Activities of professional membership organizations,,,
13152510,E7 8BA,Private Limited Company,Active,United Kingdom,NA,2021-01-22,96090 - Other service activities n.e.c.,,,
13157235,CV21 2NW,Private Limited Company,Active,United Kingdom,NA,2021-01-25,41201 - Construction of commercial buildings,41202 - Construction of domestic buildings,45112 - Sale of used cars and light motor vehicles,49410 - Freight transport by road
13138877,PL33 9DA,Private Limited Company,Active,United Kingdom,NA,2021-01-18,33150 - Repair and maintenance of ships and boats,,,
SC686203,G42 9UB,Private Limited Company,Active,United Kingdom,NA,2021-01-18,86900 - Other human health activities,,,
13130697,HA7 3PF,Private Limited Company,Active,United Kingdom,NA,2021-01-13,47910 - Retail sale via mail order houses or via Internet,,,
13161152,EC2A 4NE,Private Limited Company,Active,United Kingdom,NA,2021-01-27,47910 - Retail sale via mail order houses or via Internet,,,
13143119,PR26 7JR,Private Limited Company,Active,United Kingdom,NA,2021-01-19,98100 - Undifferentiated goods-producing activities of private households for own use,,,
13137300,E16 1AH,Private Limited Company,Active,United Kingdom,NA,2021-01-15,99999 - Dormant Company,,,
13160021,SY10 8LL,Private Limited Company,Active,United Kingdom,NA,2021-01-26,10890 - Manufacture of other food products n.e.c.,"47110 - Retail sale in non-specialised stores with food, beverages or tobacco predominating",47290 - Other retail sale of food in specialised stores,
13165223,W1W 8AF,Private Limited Company,Active,United Kingdom,NA,2021-01-28,62020 - Information technology consultancy activities,64999 - Financial intermediation not elsewhere classified,,
SC685122,G41 4SD,Private Limited Company,Active,United Kingdom,NA,2021-01-06,47910 - Retail sale via mail order houses or via Internet,,,
13143123,N1 7SR,Private Limited Company,Active,United Kingdom,NA,2021-01-19,59112 - Video production activities,,,
13112607,CM8 2JE,Private Limited Company,Active,United Kingdom,NA,2021-01-05,42120 - Construction of railways and underground railways,,,
13124319,WC2H 9JQ,Private Limited Company,Active,United Kingdom,NA,2021-01-11,55100 - Hotels and similar accommodation,,,
13126533,BS22 8EW,Private Limited Company,Active,United Kingdom,NA,2021-01-11,99999 - Dormant Company,,,
13121729,LS9 0EE,Private Limited Company,Active,United Kingdom,NA,2021-01-08,42120 - Construction of railways and underground railways,,,
13116094,TA6 3AL,Private Limited Company,Active,United Kingdom,NA,2021-01-06,87900 - Other residential care activities n.e.c.,,,
13157184,E8 4DT,Private Limited Company,Active,United Kingdom,NA,2021-01-25,70229 - Management consultancy activities other than financial management,,,
13110161,GL1 2EF,Private Limited Company,Active,United Kingdom,NA,2021-01-04,62012 - Business and domestic software development,,,
13138043,BN1 7GJ,Private Limited Company,Active,United Kingdom,NA,2021-01-15,85590 - Other education n.e.c.,,,
13110535,SO52 9EX,Private Limited Company,Active,United Kingdom,NA,2021-01-04,96090 - Other service activities n.e.c.,,,
13122884,CT3 1XU,Private Limited Company,Active,United Kingdom,NA,2021-01-08,96090 - Other service activities n.e.c.,,,
13147181,BN3 1RL,Private Limited Company,Active,United Kingdom,NA,2021-01-20,68100 - Buying and selling of own real estate,,,
13135616,GL50 3PR,Private Limited Company,Active,United Kingdom,NA,2021-01-15,64304 - Activities of open-ended investment companies,,,
13141621,AL7 3XP,Private Limited Company,Active,United Kingdom,NA,2021-01-18,41100 - Development of building projects,41202 - Construction of domestic buildings,,
13134539,HG3 2YS,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,NA,2021-01-14,98000 - Residents property management,,,
13160219,W1U 7HW,Private Limited Company,Active,United Kingdom,NA,2021-01-26,64209 - Activities of other holding companies n.e.c.,,,
13166839,NW4 2HN,Private Limited Company,Active,United Kingdom,NA,2021-01-29,82301 - Activities of exhibition and fair organisers,82302 - Activities of conference organisers,,
13147467,WD18 8YA,Private Limited Company,Active,United Kingdom,NA,2021-01-20,70229 - Management consultancy activities other than financial management,,,
13149557,ME9 8UU,Private Limited Company,Active,United Kingdom,NA,2021-01-21,33190 - Repair of other equipment,"46730 - Wholesale of wood, construction materials and sanitary equipment",,
13161296,NW4 3UY,Private Limited Company,Active,United Kingdom,NA,2021-01-27,78200 - Temporary employment agency activities,,,
SC685667,KA13 4AA,Private Limited Company,Active,United Kingdom,NA,2021-01-12,"47760 - Retail sale of flowers, plants, seeds, fertilizers, pet animals and pet food in specialised stores",,,
13120263,WC2H 9JQ,Private Limited Company,Active,United Kingdom,NA,2021-01-07,47910 - Retail sale via mail order houses or via Internet,,,
13155209,MK10 7AQ,Private Limited Company,Active,United Kingdom,NA,2021-01-25,86220 - Specialists medical practice activities,,,
13135142,IG10 4LF,Private Limited Company,Active,United Kingdom,NA,2021-01-14,43999 - Other specialised construction activities n.e.c.,,,
13160533,WC2H 9JQ,Private Limited Company,Active,United Kingdom,NA,2021-01-27,64209 - Activities of other holding companies n.e.c.,,,
13149809,SE4 2NG,Private Limited Company,Active,United Kingdom,NA,2021-01-21,59112 - Video production activities,"59120 - Motion picture, video and television programme post-production activities",,
13129522,BD3 7HT,Private Limited Company,Active,United Kingdom,NA,2021-01-12,69201 - Accounting and auditing activities,,,
13132343,CH61 1AX,Private Limited Company,Active,United Kingdom,NA,2021-01-13,43999 - Other specialised construction activities n.e.c.,,,
13118485,WR11 2XD,Private Limited Company,Active,United Kingdom,NA,2021-01-06,49410 - Freight transport by road,53202 - Unlicensed carrier,,
13142077,EC1V 2NX,Private Limited Company,Active,United Kingdom,NA,2021-01-18,74100 - specialised design activities,,,
13165258,N1 7GU,Private Limited Company,Active,United Kingdom,NA,2021-01-28,71121 - Engineering design activities for industrial process and production,,,
13158929,SW16 4XD,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,NA,2021-01-26,94910 - Activities of religious organizations,,,
13147747,SE19 3HF,Private Limited Company,Active,United Kingdom,NA,2021-01-20,99999 - Dormant Company,,,
13110779,SE24 9PP,Private Limited Company,Active,United Kingdom,NA,2021-01-04,70229 - Management consultancy activities other than financial management,,,
13111803,KT10 8NT,Private Limited Company,Active,United Kingdom,NA,2021-01-04,73120 - Media representation services,,,
13149602,ST4 4JZ,Private Limited Company,Active,United Kingdom,NA,2021-01-21,93130 - Fitness facilities,,,
13112063,WC1N 3AX,Private Limited Company,Active,United Kingdom,NA,2021-01-05,68209 - Other letting and operating of own or leased real estate,,,
13159915,WV1 4EG,Private Limited Company,Active,United Kingdom,NA,2021-01-26,41100 - Development of building projects,,,
13135152,CB21 4AP,Private Limited Company,Active,United Kingdom,NA,2021-01-14,56101 - Licensed restaurants,,,
13150481,HD1 1PA,Private Limited Company,Active,United Kingdom,NA,2021-01-21,70229 - Management consultancy activities other than financial management,,,
SC685087,EH12 5AY,Private Limited Company,Active,United Kingdom,NA,2021-01-06,68209 - Other letting and operating of own or leased real estate,,,
13144516,HP1 1ES,Private Limited Company,Active,United Kingdom,NA,2021-01-19,78109 - Other activities of employment placement agencies,78200 - Temporary employment agency activities,,
13162738,L40 5TD,Private Limited Company,Active,United Kingdom,NA,2021-01-27,01610 - Support activities for crop production,,,
13145567,LE11 3UN,Private Limited Company,Active,United Kingdom,NA,2021-01-20,85510 - Sports and recreation education,93199 - Other sports activities,,
13115914,PO9 3EZ,Private Limited Company,Active,United Kingdom,NA,2021-01-06,68100 - Buying and selling of own real estate,68209 - Other letting and operating of own or leased real estate,,
13147220,MK42 7FT,Private Limited Company,Active,United Kingdom,NA,2021-01-20,90030 - Artistic creation,,,
13146661,W1B 3HH,Private Limited Company,Active,United Kingdom,NA,2021-01-20,95240 - Repair of furniture and home furnishings,,,
13121192,LS20 8NH,Private Limited Company,Active,United Kingdom,NA,2021-01-08,46180 - Agents specialized in the sale of other particular products,,,
13119149,CT19 4FJ,Private Limited Company,Active,United Kingdom,NA,2021-01-07,55209 - Other holiday and other collective accommodation,,,
13154489,SL8 5QN,Private Limited Company,Active,United Kingdom,NA,2021-01-25,47190 - Other retail sale in non-specialised stores,,,
13115010,SL6 7LY,Private Limited Company,Active,United Kingdom,NA,2021-01-05,71122 - Engineering related scientific and technical consulting activities,,,
13110041,HA4 0QP,Private Limited Company,Active,United Kingdom,NA,2021-01-04,56290 - Other food services,,,
LP021453,W1J 7JY,Limited Partnership,Active,United Kingdom,NA,2021-01-07,None Supplied,,,
13154255,M1 2JQ,Private Limited Company,Active,United Kingdom,NA,2021-01-25,96090 - Other service activities n.e.c.,,,
13128883,NG24 4PQ,Private Limited Company,Active,United Kingdom,NA,2021-01-12,49410 - Freight transport by road,,,
13167086,PR8 6JD,Private Limited Company,Active,United Kingdom,NA,2021-01-29,81300 - Landscape service activities,,,
13141392,FY4 3EQ,Private Limited Company,Active,United Kingdom,NA,2021-01-18,81222 - Specialised cleaning services,"87200 - Residential care activities for learning difficulties, mental health and substance abuse",,
13131569,WC2H 9JQ,Private Limited Company,Active,United Kingdom,NA,2021-01-13,96090 - Other service activities n.e.c.,,,
13160796,S43 3UT,Private Limited Company,Active,United Kingdom,NA,2021-01-27,43210 - Electrical installation,,,
13139252,BB2 3BL,Private Limited Company,Active,United Kingdom,NA,2021-01-18,82990 - Other business support service activities n.e.c.,,,
13134011,LE19 4BS,Private Limited Company,Active,United Kingdom,NA,2021-01-14,62020 - Information technology consultancy activities,,,
13124702,NN12 6AW,Private Limited Company,Active,United Kingdom,NA,2021-01-11,45200 - Maintenance and repair of motor vehicles,,,
13154147,CV23 1AH,Private Limited Company,Active,United Kingdom,NA,2021-01-25,47910 - Retail sale via mail order houses or via Internet,,,
13158815,EN3 7DZ,Private Limited Company,Active,United Kingdom,NA,2021-01-26,45190 - Sale of other motor vehicles,,,
13130182,LL229LL,Private Limited Company,Active,United Kingdom,NA,2021-01-13,43290 - Other construction installation,81300 - Landscape service activities,,
13162082,PR9 0DW,Private Limited Company,Active,United Kingdom,NA,2021-01-27,41201 - Construction of commercial buildings,41202 - Construction of domestic buildings,43290 - Other construction installation,
SC686809,G52 4JW,Private Limited Company,Active,United Kingdom,NA,2021-01-22,96090 - Other service activities n.e.c.,,,
13163073,W1B 3HH,Private Limited Company,Active,United Kingdom,NA,2021-01-27,85590 - Other education n.e.c.,,,
NI675602,BT23 5DU,Private Limited Company,Active,United Kingdom,NA,2021-01-14,56103 - Take-away food shops and mobile food stands,,,
13147361,GU51 3XR,Private Limited Company,Active,United Kingdom,NA,2021-01-20,93199 - Other sports activities,,,
13164949,NN1 4EP,Private Limited Company,Active,United Kingdom,NA,2021-01-28,14190 - Manufacture of other wearing apparel and accessories n.e.c.,,,
13132888,EC1V 2NX,Private Limited Company,Active,United Kingdom,NA,2021-01-13,96090 - Other service activities n.e.c.,,,
13134471,L37 7DB,Private Limited Company,Active,United Kingdom,NA,2021-01-14,47910 - Retail sale via mail order houses or via Internet,,,
13156576,EC1V 2NX,Private Limited Company,Active,United Kingdom,NA,2021-01-25,"47990 - Other retail sale not in stores, stalls or markets",,,
13143772,WC2H 9JQ,Private Limited Company,Active,United Kingdom,NA,2021-01-19,47910 - Retail sale via mail order houses or via Internet,,,
13158239,CW11 4BF,Private Limited Company,Active,United Kingdom,NA,2021-01-26,41100 - Development of building projects,41201 - Construction of commercial buildings,41202 - Construction of domestic buildings,
13163490,NN8 3JH,Private Limited Company,Active,United Kingdom,NA,2021-01-27,86900 - Other human health activities,"87200 - Residential care activities for learning difficulties, mental health and substance abuse",87900 - Other residential care activities n.e.c.,
13144853,EC2A 4NE,Private Limited Company,Active,United Kingdom,NA,2021-01-19,74100 - specialised design activities,,,
13112567,DN10 5BJ,Private Limited Company,Active,United Kingdom,NA,2021-01-05,64209 - Activities of other holding companies n.e.c.,,,
13136242,E15 1NT,Private Limited Company,Active,United Kingdom,NA,2021-01-15,47910 - Retail sale via mail order houses or via Internet,,,
13138499,SW4 7UT,Private Limited Company,Active,United Kingdom,NA,2021-01-18,68310 - Real estate agencies,,,
13138386,NG22 0JD,Private Limited Company,Active,United Kingdom,NA,2021-01-18,"47990 - Other retail sale not in stores, stalls or markets",,,
13148861,HD1 2EX,Private Limited Company,Active,United Kingdom,NA,2021-01-21,86900 - Other human health activities,,,
13139634,B74 3LA,Private Limited Company,Active,United Kingdom,NA,2021-01-18,73120 - Media representation services,,,
SC686108,DD3 6NB,Private Limited Company,Active,United Kingdom,NA,2021-01-15,49320 - Taxi operation,,,
13116231,WA8 7EZ,Private Limited Company,Active,United Kingdom,NA,2021-01-06,49410 - Freight transport by road,,,
13129085,W14 9DF,Private Limited Company,Active,United Kingdom,NA,2021-01-12,86220 - Specialists medical practice activities,,,
13132441,IP28 8YA,Private Limited Company,Active,United Kingdom,NA,2021-01-13,80200 - Security systems service activities,84250 - Fire service activities,,
13125714,TN38 9ET,Private Limited Company,Active,United Kingdom,NA,2021-01-11,87100 - Residential nursing care facilities,,,
13157829,N1 7GU,Private Limited Company,Active,United Kingdom,NA,2021-01-26,"74909 - Other professional, scientific and technical activities n.e.c.",,,
13151192,YO13 9QU,Private Limited Company,Active,United Kingdom,NA,2021-01-21,68100 - Buying and selling of own real estate,68209 - Other letting and operating of own or leased real estate,68320 - Management of real estate on a fee or contract basis,
13147357,RM10 8AN,Private Limited Company,Active,United Kingdom,NA,2021-01-20,43999 - Other specialised construction activities n.e.c.,,,
13143398,SK4 4QG,Private Limited Company,Active,United Kingdom,NA,2021-01-19,56103 - Take-away food shops and mobile food stands,,,
13118712,LU2 7PU,Private Limited Company,Active,United Kingdom,NA,2021-01-07,41202 - Construction of domestic buildings,49410 - Freight transport by road,,
13155173,MK5 7BA,Private Limited Company,Active,United Kingdom,NA,2021-01-25,68100 - Buying and selling of own real estate,68201 - Renting and operating of Housing Association real estate,68209 - Other letting and operating of own or leased real estate,68320 - Management of real estate on a fee or contract basis
13112259,HA4 7AE,Private Limited Company,Active,United Kingdom,NA,2021-01-05,47510 - Retail sale of textiles in specialised stores,,,
13125917,WF14 9DQ,Private Limited Company,Active,United Kingdom,NA,2021-01-11,56103 - Take-away food shops and mobile food stands,,,
13148950,GL6 7NZ,Private Limited Company,Active,United Kingdom,NA,2021-01-21,"74909 - Other professional, scientific and technical activities n.e.c.",,,
13118152,TN38 9LB,Private Limited Company,Active,United Kingdom,NA,2021-01-06,43210 - Electrical installation,,,
SC686752,PH35 4HR,Private Limited Company,Active,United Kingdom,NA,2021-01-22,16100 - Sawmilling and planing of wood,,,
13108267,RH10 4TA,Private Limited Company,Active,United Kingdom,NA,2021-01-04,47910 - Retail sale via mail order houses or via Internet,,,
13168471,TW19 7AG,Private Limited Company,Active,United Kingdom,NA,2021-01-29,68209 - Other letting and operating of own or leased real estate,,,
13146290,CH62 3QG,Private Limited Company,Active,United Kingdom,NA,2021-01-20,77320 - Renting and leasing of construction and civil engineering machinery and equipment,,,
13163165,WC2H 9JQ,Private Limited Company,Active,United Kingdom,NA,2021-01-27,47190 - Other retail sale in non-specialised stores,,,
13121030,N13 5NF,Private Limited Company,Active,United Kingdom,NA,2021-01-08,71129 - Other engineering activities,,,
13145210,DA1 2FE,Private Limited Company,Active,United Kingdom,NA,2021-01-19,56101 - Licensed restaurants,,,
13111422,SR4 8PZ,Private Limited Company,Active,United Kingdom,NA,2021-01-04,43210 - Electrical installation,81100 - Combined facilities support activities,,
13161978,LN4 1NB,Private Limited Company,Active,United Kingdom,NA,2021-01-27,43999 - Other specialised construction activities n.e.c.,,,
13123066,NR6 6LN,Private Limited Company,Active,United Kingdom,NA,2021-01-08,86101 - Hospital activities,,,
13141761,BH20 4DB,Private Limited Company,Active - Proposal to Strike off,United Kingdom,NA,2021-01-18,43999 - Other specialised construction activities n.e.c.,,,
13163202,M20 6UR,Private Limited Company,Active,United Kingdom,NA,2021-01-27,82990 - Other business support service activities n.e.c.,,,
13151373,HA4 7AE,Private Limited Company,Active,United Kingdom,NA,2021-01-22,81210 - General cleaning of buildings,81221 - Window cleaning services,81222 - Specialised cleaning services,
13120131,ST1 2BG,Private Limited Company,Active,United Kingdom,NA,2021-01-07,49410 - Freight transport by road,,,
SC686903,DD2 5PW,Private Limited Company,Active,United Kingdom,NA,2021-01-25,96090 - Other service activities n.e.c.,,,
13117813,NE25 0JY,Private Limited Company,Active,United Kingdom,NA,2021-01-06,"47820 - Retail sale via stalls and markets of textiles, clothing and footwear",47890 - Retail sale via stalls and markets of other goods,47910 - Retail sale via mail order houses or via Internet,
13152977,SE16 2BJ,Private Limited Company,Active,United Kingdom,NA,2021-01-22,82990 - Other business support service activities n.e.c.,96090 - Other service activities n.e.c.,,
13112392,HA7 4EU,Private Limited Company,Active,United Kingdom,NA,2021-01-05,"46170 - Agents involved in the sale of food, beverages and tobacco","46390 - Non-specialised wholesale of food, beverages and tobacco","47810 - Retail sale via stalls and markets of food, beverages and tobacco products",56290 - Other food services
13143679,SE13 7GU,Private Limited Company,Active,United Kingdom,NA,2021-01-19,68100 - Buying and selling of own real estate,,,
13166240,W1B 3HH,Private Limited Company,Active,United Kingdom,NA,2021-01-29,70221 - Financial management,,,
13127157,EC1V 2NX,Private Limited Company,Active,United Kingdom,NA,2021-01-12,68209 - Other letting and operating of own or leased real estate,,,
13143008,ME7 5UF,Private Limited Company,Active,United Kingdom,NA,2021-01-19,56103 - Take-away food shops and mobile food stands,,,
13165405,BR4 0SG,Private Limited Company,Active,United Kingdom,NA,2021-01-28,43341 - Painting,,,
13117062,SE3 9DG,Private Limited Company,Active,United Kingdom,NA,2021-01-06,56210 - Event catering activities,,,
13111830,SW3 6QJ,Private Limited Company,Active,United Kingdom,NA,2021-01-04,85590 - Other education n.e.c.,87900 - Other residential care activities n.e.c.,,
13125991,EC1V 2NX,Private Limited Company,Active,United Kingdom,NA,2021-01-11,59112 - Video production activities,"59120 - Motion picture, video and television programme post-production activities",93120 - Activities of sport clubs,93199 - Other sports activities
13115869,NE10 9LT,Private Limited Company,Active,United Kingdom,NA,2021-01-06,47910 - Retail sale via mail order houses or via Internet,,,
13147654,WC2H 9JQ,Private Limited Company,Active,United Kingdom,NA,2021-01-20,92000 - Gambling and betting activities,,,
13128731,DN5 0UH,Community Interest Company,Active,United Kingdom,NA,2021-01-12,"47640 - Retail sale of sports goods, fishing gear, camping goods, boats and bicycles",,,
13147033,E14 3WW,Private Limited Company,Active,United Kingdom,NA,2021-01-20,96020 - Hairdressing and other beauty treatment,,,
13115886,M19 2BY,Private Limited Company,Active,United Kingdom,NA,2021-01-06,"43220 - Plumbing, heat and air-conditioning installation",,,
13154340,IG10 1DF,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,NA,2021-01-25,68100 - Buying and selling of own real estate,68209 - Other letting and operating of own or leased real estate,68320 - Management of real estate on a fee or contract basis,
13149900,SE9 3NS,Private Limited Company,Active,United Kingdom,NA,2021-01-21,66190 - Activities auxiliary to financial intermediation n.e.c.,86101 - Hospital activities,86102 - Medical nursing home activities,86900 - Other human health activities
CE024724,,Charitable Incorporated Organisation,Active,United Kingdom,NA,2021-01-27,None Supplied,,,
13155793,CF14 6ED,Private Limited Company,Active,United Kingdom,NA,2021-01-25,71111 - Architectural activities,,,
13131405,TW1 4AX,Private Limited Company,Active,United Kingdom,NA,2021-01-13,70229 - Management consultancy activities other than financial management,,,
13141737,EC2A 4NE,Private Limited Company,Active,United Kingdom,NA,2021-01-18,78109 - Other activities of employment placement agencies,,,
13113379,SN3 4DF,Private Limited Company,Active,United Kingdom,NA,2021-01-05,41100 - Development of building projects,,,
13132759,TW12 1NS,Private Limited Company,Active,United Kingdom,NA,2021-01-13,90030 - Artistic creation,,,
13159703,HA5 5QA,Private Limited Company,Active,United Kingdom,NA,2021-01-26,56102 - Unlicensed restaurants and cafes,,,
13158860,B1 3NJ,Private Limited Company,Active,United Kingdom,NA,2021-01-26,47710 - Retail sale of clothing in specialised stores,,,
